item_id,category,color,fabric,occasion,total_wear_count,current_cycle_wears,max_wears_before_wash,status,sustainability_score
SLW-0924,Shirt,Pink,Linen,Office,45,2,2,Dirty,62.5
SLW-0925,Kurtha,Cream,Cotton,Religious,13,2,2,Dirty,91.33
SLW-0926,Salwar,Green,Cotton,Casual,77,1,2,Clean,48.67
SLW-0927,Saree,Green,Silk,Religious,11,2,4,Clean,86.25
SLW-0928,Saree,Green,Cotton,Casual,90,2,2,Dirty,40.0
SLW-0929,National Dress,Cream,Silk,Wedding,4,1,4,Clean,95.0
SLW-0930,Blouse,Gold,Cotton,Casual,87,2,2,Dirty,42.0
SLW-0931,Kurtha,White,Cotton,Religious,11,1,2,Clean,92.67
SLW-0932,School Uniform,Blue,Cotton,Office,61,1,2,Clean,59.33
SLW-0933,School Uniform,White,Cotton,Office,41,2,2,Dirty,72.67
SLW-0934,Jeans,Black,Denim,Casual,72,1,5,Clean,76.0
SLW-0935,National Dress,Gold,Cotton,Religious,12,1,2,Clean,92.0
SLW-0936,Batik Shirt,Red,Batik,Casual,84,3,3,Dirty,16.0
SLW-0937,Batik Shirt,Blue,Batik,Casual,80,1,3,Clean,20.0
SLW-0938,T-Shirt,Grey,Cotton,Casual,92,1,2,Clean,38.67
SLW-0939,Kurti,Blue,Silk,Religious,12,0,4,Clean,85.0
SLW-0940,National Dress,Gold,Cotton,Religious,11,2,2,Dirty,92.67
SLW-0941,Trouser,Navy,Cotton,Casual,79,2,2,Dirty,47.33
SLW-0942,Dress,Green,Silk,Wedding,3,1,4,Clean,96.25
SLW-0943,T-Shirt,Black,Polyester,Casual,92,0,3,Clean,54.0
SLW-0944,Leggings,Navy,Polyester,Home,137,1,3,Clean,31.5
SLW-0945,Batik Shirt,Brown,Batik,Office,61,3,3,Dirty,39.0
SLW-0946,Salwar,Pink,Cotton,Casual,80,2,2,Dirty,46.67
SLW-0947,Jeans,Grey,Denim,Casual,77,1,5,Clean,74.33
SLW-0948,Shirt,Pink,Cotton,Office,45,1,2,Clean,70.0
SLW-0949,Dress,Green,Cotton,Casual,87,2,2,Dirty,42.0
SLW-0950,T-Shirt,Blue,Polyester,Casual,89,2,3,Clean,55.5
SLW-0951,Jacket,Brown,Polyester,Casual,86,3,3,Dirty,57.0
SLW-0952,Batik Shirt,Red,Batik,Office,52,3,3,Dirty,48.0
SLW-0953,Leggings,Grey,Polyester,Home,127,1,3,Clean,36.5
SLW-0954,Shirt,White,Cotton,Office,58,1,2,Clean,61.33
SLW-0955,Kurti,Green,Cotton,Casual,87,0,2,Clean,42.0
SLW-0956,Sarong,Brown,Cotton,Home,146,1,2,Clean,2.67
SLW-0957,Leggings,Grey,Polyester,Home,140,3,3,Dirty,30.0
SLW-0958,Saree,Blue,Silk,Religious,12,1,4,Clean,85.0
SLW-0959,National Dress,Gold,Silk,Wedding,3,3,4,Clean,96.25
SLW-0960,Blouse,Blue,Silk,Wedding,3,1,4,Clean,96.25
SLW-0961,School Uniform,Blue,Cotton,Office,53,2,2,Dirty,64.67
SLW-0962,T-Shirt,Red,Cotton,Casual,97,1,2,Clean,35.33
SLW-0963,Dress,Green,Cotton,Casual,89,0,2,Clean,40.67
SLW-0964,Saree,Purple,Cotton,Casual,92,0,2,Clean,38.67
SLW-0965,Dress,Pink,Silk,Wedding,2,1,4,Clean,97.5
SLW-0966,Trouser,Black,Linen,Office,58,0,2,Clean,51.67
SLW-0967,Blouse,Red,Silk,Wedding,2,0,4,Clean,97.5
SLW-0968,Vest,Grey,Cotton,Home,149,0,2,Clean,0.67
SLW-0969,Saree,Red,Silk,Religious,11,1,4,Clean,86.25
SLW-0970,Salwar,White,Cotton,Casual,77,0,2,Clean,48.67
SLW-0971,National Dress,Cream,Cotton,Religious,12,2,2,Dirty,92.0
SLW-0972,Shirt,Pink,Linen,Office,45,0,2,Clean,62.5
SLW-0973,Trouser,Black,Cotton,Casual,93,1,2,Clean,38.0
SLW-0974,Sarong,Brown,Cotton,Home,132,2,2,Dirty,12.0
SLW-0975,Shorts,Black,Cotton,Home,134,0,2,Clean,10.67
SLW-0976,Jacket,Grey,Polyester,Casual,74,2,3,Clean,63.0
SLW-0977,Sarong,Green,Cotton,Home,134,2,2,Dirty,10.67
SLW-0978,Kurtha,White,Cotton,Religious,8,0,2,Clean,94.67
SLW-0979,Leggings,Navy,Polyester,Home,125,0,3,Clean,37.5
SLW-0980,Saree,Gold,Silk,Religious,13,1,4,Clean,83.75
SLW-0981,Kurti,Pink,Silk,Religious,13,4,4,Dirty,83.75
SLW-0982,Blouse,Green,Silk,Wedding,3,2,4,Clean,96.25
SLW-0983,Kurtha,White,Cotton,Religious,10,1,2,Clean,93.33
SLW-0984,Shirt,Pink,Linen,Office,49,1,2,Clean,59.17
SLW-0985,Kurti,Green,Cotton,Casual,87,0,2,Clean,42.0
SLW-0986,T-Shirt,White,Polyester,Casual,79,0,3,Clean,60.5
SLW-0987,Batik Shirt,Multicolor,Batik,Casual,98,3,3,Dirty,2.0
SLW-0988,Jeans,Black,Denim,Casual,94,4,5,Clean,68.67
SLW-0989,Sarong,Cream,Batik,Casual,86,0,3,Clean,14.0
SLW-0990,Batik Shirt,Multicolor,Batik,Casual,88,3,3,Dirty,12.0
SLW-0991,Trouser,Black,Linen,Office,51,1,2,Clean,57.5
SLW-0992,Jacket,Black,Denim,Casual,73,4,5,Clean,75.67
SLW-0993,National Dress,Gold,Silk,Wedding,2,1,4,Clean,97.5
SLW-0994,Jacket,Brown,Denim,Casual,83,4,5,Clean,72.33
SLW-0995,T-Shirt,White,Cotton,Casual,80,0,2,Clean,46.67
SLW-0996,Trouser,Black,Cotton,Casual,86,1,2,Clean,42.67
SLW-0997,Saree,Red,Cotton,Casual,100,1,2,Clean,33.33
SLW-0998,National Dress,White,Cotton,Religious,12,2,2,Dirty,92.0
SLW-0999,Vest,Grey,Cotton,Home,133,2,2,Dirty,11.33
SLW-1000,Leggings,Grey,Polyester,Home,142,0,3,Clean,29.0
SLW-1001,Saree,Gold,Cotton,Casual,97,2,2,Dirty,35.33
SLW-1002,Kurti,Purple,Cotton,Casual,94,1,2,Clean,37.33
SLW-1003,Shirt,Blue,Cotton,Office,50,1,2,Clean,66.67
SLW-1004,Kurtha,Blue,Cotton,Religious,11,2,2,Dirty,92.67
SLW-1005,Batik Shirt,Blue,Batik,Casual,92,2,3,Clean,8.0
SLW-1006,Batik Shirt,Brown,Batik,Office,52,3,3,Dirty,48.0
SLW-1007,Blouse,Green,Silk,Wedding,3,0,4,Clean,96.25
SLW-1008,Kurti,Purple,Silk,Religious,12,4,4,Dirty,85.0
SLW-1009,Jeans,Blue,Denim,Casual,95,2,5,Clean,68.33
SLW-1010,Trouser,Khaki,Linen,Office,46,1,2,Clean,61.67
SLW-1011,Dress,Green,Silk,Wedding,4,1,4,Clean,95.0
SLW-1012,School Uniform,Blue,Cotton,Office,51,1,2,Clean,66.0
SLW-1013,Saree,Purple,Cotton,Casual,102,2,2,Dirty,32.0
SLW-1014,Trouser,Black,Cotton,Casual,83,1,2,Clean,44.67
SLW-1015,Vest,Grey,Cotton,Home,149,2,2,Dirty,0.67
SLW-1016,Kurtha,Blue,Cotton,Religious,12,0,2,Clean,92.0
SLW-1017,Batik Shirt,Red,Batik,Casual,83,0,3,Clean,17.0
SLW-1018,Saree,Gold,Silk,Religious,11,3,4,Clean,86.25
SLW-1019,Salwar,Blue,Silk,Wedding,2,3,4,Clean,97.5
SLW-1020,Shirt,White,Linen,Office,52,0,2,Clean,56.67
SLW-1021,Sarong,Green,Cotton,Home,142,1,2,Clean,5.33
SLW-1022,Shirt,White,Linen,Office,46,1,2,Clean,61.67
SLW-1023,Saree,Gold,Silk,Religious,11,0,4,Clean,86.25
SLW-1024,Shorts,Khaki,Cotton,Home,149,1,2,Clean,0.67
SLW-1025,Batik Shirt,Blue,Batik,Office,60,0,3,Clean,40.0
SLW-1026,Shirt,White,Linen,Office,52,2,2,Dirty,56.67
SLW-1027,Kurti,Pink,Silk,Religious,12,4,4,Dirty,85.0
SLW-1028,Blouse,Red,Cotton,Casual,88,1,2,Clean,41.33
SLW-1029,T-Shirt,Red,Polyester,Casual,92,3,3,Dirty,54.0
SLW-1030,Vest,Black,Cotton,Home,129,0,2,Clean,14.0
SLW-1031,Jacket,Navy,Denim,Casual,86,4,5,Clean,71.33
SLW-1032,Kurti,Green,Cotton,Casual,76,2,2,Dirty,49.33
SLW-1033,Trouser,Navy,Cotton,Casual,90,1,2,Clean,40.0
SLW-1034,Saree,Blue,Silk,Religious,12,2,4,Clean,85.0
SLW-1035,T-Shirt,Black,Cotton,Casual,84,1,2,Clean,44.0
SLW-1036,Batik Shirt,Multicolor,Batik,Casual,99,1,3,Clean,1.0
SLW-1037,T-Shirt,Blue,Cotton,Casual,79,1,2,Clean,47.33
SLW-1038,Dress,Green,Silk,Wedding,1,0,4,Clean,98.75
SLW-1039,T-Shirt,Red,Cotton,Casual,89,0,2,Clean,40.67
SLW-1040,Kurti,Green,Silk,Religious,13,4,4,Dirty,83.75
SLW-1041,Dress,Blue,Cotton,Casual,99,0,2,Clean,34.0
SLW-1042,T-Shirt,Red,Polyester,Casual,84,0,3,Clean,58.0
SLW-1043,Shirt,Pink,Cotton,Office,56,2,2,Dirty,62.67
SLW-1044,Kurtha,Cream,Cotton,Religious,11,1,2,Clean,92.67
SLW-1045,Shirt,Blue,Cotton,Office,48,1,2,Clean,68.0
SLW-1046,T-Shirt,Grey,Polyester,Casual,94,2,3,Clean,53.0
SLW-1047,Salwar,Green,Cotton,Casual,92,0,2,Clean,38.67
SLW-1048,Shirt,Pink,Cotton,Office,40,0,2,Clean,73.33
SLW-1049,Shirt,Pink,Cotton,Office,58,1,2,Clean,61.33
SLW-1050,Kurti,Pink,Cotton,Casual,97,0,2,Clean,35.33
SLW-1051,Jeans,Black,Denim,Casual,83,2,5,Clean,72.33
SLW-1052,Shirt,Blue,Linen,Office,52,0,2,Clean,56.67
SLW-1053,Kurti,Green,Cotton,Casual,91,2,2,Dirty,39.33
SLW-1054,Trouser,Black,Cotton,Casual,89,2,2,Dirty,40.67
SLW-1055,Salwar,Pink,Silk,Wedding,2,3,4,Clean,97.5
SLW-1056,Dress,Red,Cotton,Casual,83,1,2,Clean,44.67
SLW-1057,Blouse,Blue,Silk,Wedding,2,3,4,Clean,97.5
SLW-1058,Saree,Gold,Silk,Religious,13,2,4,Clean,83.75
SLW-1059,T-Shirt,Black,Cotton,Casual,91,2,2,Dirty,39.33
SLW-1060,Salwar,Green,Cotton,Casual,85,1,2,Clean,43.33
SLW-1061,Batik Shirt,Multicolor,Batik,Casual,93,3,3,Dirty,7.0
SLW-1062,Kurti,Purple,Cotton,Casual,68,1,2,Clean,54.67
SLW-1063,Jacket,Black,Polyester,Casual,96,3,3,Dirty,52.0
SLW-1064,Kurtha,Blue,Cotton,Religious,9,1,2,Clean,94.0
SLW-1065,Jacket,Black,Denim,Casual,85,4,5,Clean,71.67
SLW-1066,Batik Shirt,Red,Batik,Office,43,1,3,Clean,57.0
SLW-1067,Saree,Purple,Cotton,Casual,78,2,2,Dirty,48.0
SLW-1068,Sarong,Blue,Batik,Casual,96,3,3,Dirty,4.0
SLW-1069,Kurtha,White,Cotton,Religious,11,1,2,Clean,92.67
SLW-1070,Sarong,Blue,Cotton,Home,140,0,2,Clean,6.67
SLW-1071,National Dress,Gold,Silk,Wedding,2,4,4,Dirty,97.5
SLW-1072,Jacket,Brown,Polyester,Casual,91,1,3,Clean,54.5
SLW-1073,Shirt,Pink,Linen,Office,50,1,2,Clean,58.33
SLW-1074,Vest,Black,Cotton,Home,127,2,2,Dirty,15.33
SLW-1075,Salwar,Pink,Cotton,Casual,94,2,2,Dirty,37.33
SLW-1076,Shirt,Pink,Linen,Office,47,0,2,Clean,60.83
SLW-1077,Batik Shirt,Multicolor,Batik,Office,40,2,3,Clean,60.0
SLW-1078,Leggings,Black,Polyester,Home,134,0,3,Clean,33.0
SLW-1079,Blouse,Green,Silk,Wedding,4,1,4,Clean,95.0
SLW-1080,T-Shirt,Red,Polyester,Casual,93,2,3,Clean,53.5
SLW-1081,Kurtha,Blue,Cotton,Religious,11,0,2,Clean,92.67
SLW-1082,Dress,Yellow,Silk,Wedding,2,2,4,Clean,97.5
SLW-1083,Batik Shirt,Multicolor,Batik,Office,48,3,3,Dirty,52.0
SLW-1084,Shirt,Grey,Cotton,Office,62,0,2,Clean,58.67
SLW-1085,Sarong,White,Batik,Casual,90,0,3,Clean,10.0
SLW-1086,Blouse,Red,Cotton,Casual,91,1,2,Clean,39.33
SLW-1087,Trouser,Navy,Cotton,Casual,95,0,2,Clean,36.67
SLW-1088,Jacket,Navy,Polyester,Casual,89,1,3,Clean,55.5
SLW-1089,Shirt,Pink,Cotton,Office,48,2,2,Dirty,68.0
SLW-1090,Dress,Yellow,Cotton,Casual,86,0,2,Clean,42.67
SLW-1091,Trouser,Navy,Linen,Office,49,0,2,Clean,59.17
SLW-1092,Trouser,Khaki,Linen,Office,49,2,2,Dirty,59.17
SLW-1093,Jeans,Grey,Denim,Casual,93,0,5,Clean,69.0
SLW-1094,Kurti,Yellow,Silk,Religious,12,1,4,Clean,85.0
SLW-1095,Kurti,Yellow,Cotton,Casual,93,1,2,Clean,38.0
SLW-1096,Sarong,Cream,Cotton,Home,137,2,2,Dirty,8.67
SLW-1097,National Dress,Gold,Cotton,Religious,12,1,2,Clean,92.0
SLW-1098,Kurtha,Blue,Cotton,Religious,9,0,2,Clean,94.0
SLW-1099,Batik Shirt,Red,Batik,Office,55,1,3,Clean,45.0
SLW-1100,Shirt,Pink,Cotton,Office,52,0,2,Clean,65.33
SLW-1101,Batik Shirt,Multicolor,Batik,Office,55,2,3,Clean,45.0
SLW-1102,Jacket,Brown,Polyester,Casual,67,2,3,Clean,66.5
SLW-1103,Kurti,Purple,Silk,Religious,15,3,4,Clean,81.25
SLW-1104,Batik Shirt,Red,Batik,Office,49,2,3,Clean,51.0
SLW-1105,Blouse,Gold,Cotton,Casual,95,1,2,Clean,36.67
SLW-1106,Blouse,Red,Silk,Wedding,2,2,4,Clean,97.5
SLW-1107,Trouser,Grey,Cotton,Casual,92,0,2,Clean,38.67
SLW-1108,Batik Shirt,Red,Batik,Office,43,1,3,Clean,57.0
SLW-1109,Batik Shirt,Red,Batik,Office,46,1,3,Clean,54.0
SLW-1110,Salwar,Green,Cotton,Casual,101,0,2,Clean,32.67
SLW-1111,Shorts,Blue,Cotton,Home,136,2,2,Dirty,9.33
SLW-1112,Kurti,Yellow,Cotton,Casual,89,1,2,Clean,40.67
SLW-1113,Saree,Purple,Cotton,Casual,94,1,2,Clean,37.33
SLW-1114,Salwar,Pink,Cotton,Casual,91,2,2,Dirty,39.33
SLW-1115,School Uniform,Blue,Cotton,Office,50,0,2,Clean,66.67
SLW-1116,T-Shirt,Black,Polyester,Casual,90,1,3,Clean,55.0
SLW-1117,Shirt,White,Cotton,Office,64,1,2,Clean,57.33
SLW-1118,Blouse,Red,Cotton,Casual,87,1,2,Clean,42.0
SLW-1119,Dress,Blue,Silk,Wedding,3,1,4,Clean,96.25
SLW-1120,Blouse,Blue,Silk,Wedding,3,3,4,Clean,96.25
SLW-1121,Shorts,Khaki,Cotton,Home,146,2,2,Dirty,2.67
SLW-1122,Shorts,Khaki,Cotton,Home,147,2,2,Dirty,2.0
SLW-1123,Dress,Red,Silk,Wedding,3,1,4,Clean,96.25
SLW-1124,Kurti,Green,Cotton,Casual,79,0,2,Clean,47.33
SLW-1125,T-Shirt,Blue,Polyester,Casual,99,0,3,Clean,50.5
SLW-1126,National Dress,Cream,Silk,Wedding,2,4,4,Dirty,97.5
SLW-1127,Saree,Purple,Cotton,Casual,90,1,2,Clean,40.0
SLW-1128,Salwar,White,Silk,Wedding,2,3,4,Clean,97.5
SLW-1129,Kurti,Pink,Cotton,Casual,87,0,2,Clean,42.0
SLW-1130,Vest,Grey,Cotton,Home,140,2,2,Dirty,6.67
SLW-1131,School Uniform,Blue,Cotton,Office,51,0,2,Clean,66.0
SLW-1132,School Uniform,Blue,Cotton,Office,52,0,2,Clean,65.33
SLW-1133,Batik Shirt,Red,Batik,Office,59,1,3,Clean,41.0
SLW-1134,Blouse,Blue,Cotton,Casual,91,0,2,Clean,39.33
SLW-1135,T-Shirt,White,Cotton,Casual,86,1,2,Clean,42.67
SLW-1136,Dress,Blue,Cotton,Casual,94,0,2,Clean,37.33
SLW-1137,National Dress,Gold,Cotton,Religious,13,2,2,Dirty,91.33
SLW-1138,Salwar,Green,Cotton,Casual,79,1,2,Clean,47.33
SLW-1139,Saree,Gold,Cotton,Casual,92,2,2,Dirty,38.67
SLW-1140,Kurtha,White,Cotton,Religious,13,0,2,Clean,91.33
SLW-1141,Kurtha,Blue,Cotton,Religious,11,0,2,Clean,92.67
SLW-1142,Shirt,Grey,Linen,Office,58,2,2,Dirty,51.67
SLW-1143,Kurti,Green,Silk,Religious,11,4,4,Dirty,86.25
SLW-1144,Shirt,Grey,Cotton,Office,50,2,2,Dirty,66.67
SLW-1145,T-Shirt,Grey,Polyester,Casual,86,2,3,Clean,57.0
SLW-1146,Jacket,Black,Denim,Casual,88,5,5,Dirty,70.67
SLW-1147,Saree,Red,Silk,Religious,10,3,4,Clean,87.5
SLW-1148,T-Shirt,Black,Cotton,Casual,77,2,2,Dirty,48.67
SLW-1149,Salwar,Pink,Cotton,Casual,99,0,2,Clean,34.0
SLW-1150,Saree,Gold,Silk,Religious,10,2,4,Clean,87.5
SLW-1151,Vest,Grey,Cotton,Home,130,2,2,Dirty,13.33
SLW-1152,Dress,Pink,Silk,Wedding,1,1,4,Clean,98.75
SLW-1153,Trouser,Khaki,Linen,Office,46,1,2,Clean,61.67
SLW-1154,Jeans,Blue,Denim,Casual,78,3,5,Clean,74.0
SLW-1155,Trouser,Khaki,Linen,Office,59,0,2,Clean,50.83
SLW-1156,Jacket,Grey,Polyester,Casual,95,2,3,Clean,52.5
SLW-1157,Dress,Green,Cotton,Casual,83,1,2,Clean,44.67
SLW-1158,Kurti,Blue,Cotton,Casual,103,0,2,Clean,31.33
SLW-1159,Salwar,Blue,Silk,Wedding,3,3,4,Clean,96.25
SLW-1160,Blouse,Blue,Cotton,Casual,85,0,2,Clean,43.33
SLW-1161,National Dress,White,Cotton,Religious,8,1,2,Clean,94.67
SLW-1162,Dress,Green,Silk,Wedding,4,2,4,Clean,95.0
SLW-1163,Blouse,Green,Silk,Wedding,1,2,4,Clean,98.75
SLW-1164,School Uniform,White,Cotton,Office,40,2,2,Dirty,73.33
SLW-1165,Kurti,Pink,Cotton,Casual,95,1,2,Clean,36.67
SLW-1166,Jacket,Black,Denim,Casual,105,5,5,Dirty,65.0
SLW-1167,Sarong,Green,Batik,Casual,97,0,3,Clean,3.0
SLW-1168,Sarong,Cream,Cotton,Home,142,0,2,Clean,5.33
SLW-1169,Dress,Red,Cotton,Casual,92,1,2,Clean,38.67
SLW-1170,Shorts,Blue,Cotton,Home,144,0,2,Clean,4.0
SLW-1171,Jacket,Grey,Denim,Casual,93,5,5,Dirty,69.0
SLW-1172,Saree,Red,Cotton,Casual,89,1,2,Clean,40.67
SLW-1173,Trouser,Grey,Linen,Office,50,1,2,Clean,58.33
SLW-1174,Batik Shirt,Brown,Batik,Casual,87,2,3,Clean,13.0
SLW-1175,Sarong,Blue,Batik,Casual,82,3,3,Dirty,18.0
SLW-1176,Salwar,Green,Silk,Wedding,2,1,4,Clean,97.5
SLW-1177,Trouser,Black,Linen,Office,39,0,2,Clean,67.5
SLW-1178,Sarong,Green,Cotton,Home,137,0,2,Clean,8.67
SLW-1179,Batik Shirt,Brown,Batik,Casual,81,1,3,Clean,19.0
SLW-1180,Jacket,Black,Polyester,Casual,80,3,3,Dirty,60.0
SLW-1181,Sarong,Blue,Cotton,Home,139,2,2,Dirty,7.33
SLW-1182,Blouse,Blue,Silk,Wedding,4,0,4,Clean,95.0
SLW-1183,Salwar,Green,Cotton,Casual,94,0,2,Clean,37.33
SLW-1184,Batik Shirt,Multicolor,Batik,Casual,77,1,3,Clean,23.0
SLW-1185,Batik Shirt,Blue,Batik,Casual,81,0,3,Clean,19.0
SLW-1186,Shirt,Grey,Cotton,Office,55,1,2,Clean,63.33
SLW-1187,Saree,Gold,Silk,Religious,10,3,4,Clean,87.5
SLW-1188,Trouser,Navy,Linen,Office,48,2,2,Dirty,60.0
SLW-1189,Batik Shirt,Brown,Batik,Casual,91,0,3,Clean,9.0
SLW-1190,Dress,Blue,Cotton,Casual,81,1,2,Clean,46.0
SLW-1191,Trouser,Navy,Linen,Office,50,2,2,Dirty,58.33
SLW-1192,Leggings,Navy,Polyester,Home,127,3,3,Dirty,36.5
SLW-1193,Trouser,Navy,Cotton,Casual,83,1,2,Clean,44.67
SLW-1194,Batik Shirt,Brown,Batik,Casual,90,0,3,Clean,10.0
SLW-1195,Vest,Black,Cotton,Home,125,0,2,Clean,16.67
SLW-1196,Salwar,Blue,Silk,Wedding,3,3,4,Clean,96.25
SLW-1197,Shorts,Blue,Cotton,Home,137,1,2,Clean,8.67
SLW-1198,National Dress,Gold,Silk,Wedding,3,2,4,Clean,96.25
SLW-1199,Batik Shirt,Red,Batik,Casual,89,1,3,Clean,11.0
SLW-1200,Vest,White,Cotton,Home,148,2,2,Dirty,1.33
SLW-1201,Blouse,Green,Cotton,Casual,88,2,2,Dirty,41.33
SLW-1202,National Dress,Gold,Cotton,Religious,11,2,2,Dirty,92.67
SLW-1203,Jacket,Brown,Polyester,Casual,88,1,3,Clean,56.0
SLW-1204,T-Shirt,Black,Polyester,Casual,91,0,3,Clean,54.5
SLW-1205,Dress,Red,Silk,Wedding,3,3,4,Clean,96.25
SLW-1206,National Dress,Gold,Silk,Wedding,3,3,4,Clean,96.25
SLW-1207,Kurti,Purple,Silk,Religious,10,0,4,Clean,87.5
SLW-1208,Jacket,Grey,Denim,Casual,83,0,5,Clean,72.33
SLW-1209,Leggings,Black,Polyester,Home,126,2,3,Clean,37.0
SLW-1210,Jeans,Black,Denim,Casual,100,4,5,Clean,66.67
SLW-1211,Shirt,Blue,Linen,Office,42,2,2,Dirty,65.0
SLW-1212,Vest,White,Cotton,Home,132,1,2,Clean,12.0
SLW-1213,Sarong,White,Cotton,Home,132,2,2,Dirty,12.0
SLW-1214,Sarong,Cream,Cotton,Home,145,1,2,Clean,3.33
SLW-1215,Sarong,Green,Batik,Casual,85,0,3,Clean,15.0
SLW-1216,Jacket,Brown,Polyester,Casual,96,2,3,Clean,52.0
SLW-1217,Shorts,Khaki,Cotton,Home,132,2,2,Dirty,12.0
SLW-1218,Batik Shirt,Red,Batik,Casual,89,1,3,Clean,11.0
SLW-1219,Batik Shirt,Blue,Batik,Casual,82,2,3,Clean,18.0
SLW-1220,Jacket,Navy,Polyester,Casual,103,1,3,Clean,48.5
SLW-1221,School Uniform,Blue,Cotton,Office,42,1,2,Clean,72.0
SLW-1222,Kurti,Blue,Cotton,Casual,90,2,2,Dirty,40.0
SLW-1223,T-Shirt,Black,Polyester,Casual,92,3,3,Dirty,54.0
SLW-1224,Sarong,White,Batik,Casual,90,1,3,Clean,10.0
SLW-1225,Leggings,Black,Polyester,Home,136,3,3,Dirty,32.0
SLW-1226,Dress,Pink,Cotton,Casual,87,2,2,Dirty,42.0
SLW-1227,Sarong,Cream,Batik,Casual,88,2,3,Clean,12.0
SLW-1228,Batik Shirt,Brown,Batik,Office,49,0,3,Clean,51.0
SLW-1229,Salwar,Pink,Cotton,Casual,94,0,2,Clean,37.33
SLW-1230,Dress,Pink,Silk,Wedding,4,2,4,Clean,95.0
SLW-1231,Jacket,Navy,Polyester,Casual,84,2,3,Clean,58.0
SLW-1232,Shirt,Grey,Linen,Office,41,0,2,Clean,65.83
SLW-1233,Salwar,White,Silk,Wedding,2,0,4,Clean,97.5
SLW-1234,Shirt,Grey,Cotton,Office,65,1,2,Clean,56.67
SLW-1235,Jacket,Grey,Polyester,Casual,82,0,3,Clean,59.0
SLW-1236,Salwar,White,Cotton,Casual,99,2,2,Dirty,34.0
SLW-1237,Dress,Pink,Silk,Wedding,4,3,4,Clean,95.0
SLW-1238,Shirt,Pink,Linen,Office,46,0,2,Clean,61.67
SLW-1239,Blouse,Gold,Cotton,Casual,91,2,2,Dirty,39.33
SLW-1240,Shirt,Grey,Linen,Office,59,0,2,Clean,50.83
SLW-1241,Vest,Black,Cotton,Home,134,0,2,Clean,10.67
SLW-1242,Trouser,Black,Cotton,Casual,86,2,2,Dirty,42.67
SLW-1243,National Dress,White,Silk,Wedding,2,4,4,Dirty,97.5
SLW-1244,Sarong,Cream,Batik,Casual,80,0,3,Clean,20.0
SLW-1245,Sarong,Blue,Batik,Casual,83,3,3,Dirty,17.0
SLW-1246,Jeans,Blue,Denim,Casual,79,1,5,Clean,73.67
SLW-1247,Leggings,Navy,Polyester,Home,138,0,3,Clean,31.0
SLW-1248,Kurtha,Blue,Cotton,Religious,10,2,2,Dirty,93.33
SLW-1249,Trouser,Navy,Linen,Office,51,1,2,Clean,57.5
SLW-1250,Shirt,Pink,Cotton,Office,40,0,2,Clean,73.33
SLW-1251,Leggings,Grey,Polyester,Home,140,2,3,Clean,30.0
SLW-1252,Blouse,Green,Silk,Wedding,3,0,4,Clean,96.25
SLW-1253,Batik Shirt,Brown,Batik,Office,38,0,3,Clean,62.0
SLW-1254,National Dress,White,Silk,Wedding,3,4,4,Dirty,96.25
SLW-1255,Jeans,Black,Denim,Casual,96,0,5,Clean,68.0
SLW-1256,Blouse,Green,Cotton,Casual,79,1,2,Clean,47.33
SLW-1257,Shirt,Pink,Cotton,Office,60,0,2,Clean,60.0
SLW-1258,Sarong,Cream,Cotton,Home,141,1,2,Clean,6.0
SLW-1259,T-Shirt,Grey,Polyester,Casual,83,2,3,Clean,58.5
SLW-1260,National Dress,Cream,Silk,Wedding,2,3,4,Clean,97.5
SLW-1261,Kurti,Green,Cotton,Casual,91,1,2,Clean,39.33
SLW-1262,Salwar,Pink,Silk,Wedding,3,4,4,Dirty,96.25
SLW-1263,Saree,Green,Silk,Religious,12,0,4,Clean,85.0
SLW-1264,Sarong,Brown,Cotton,Home,130,0,2,Clean,13.33
SLW-1265,Shirt,White,Linen,Office,51,2,2,Dirty,57.5
SLW-1266,Shirt,Pink,Cotton,Office,41,0,2,Clean,72.67
SLW-1267,Blouse,Green,Cotton,Casual,87,2,2,Dirty,42.0
SLW-1268,Batik Shirt,Brown,Batik,Office,44,1,3,Clean,56.0
SLW-1269,Shorts,Black,Cotton,Home,132,1,2,Clean,12.0
SLW-1270,Saree,Red,Silk,Religious,13,2,4,Clean,83.75
SLW-1271,Sarong,Brown,Batik,Casual,95,1,3,Clean,5.0
SLW-1272,Shorts,White,Cotton,Home,142,2,2,Dirty,5.33
SLW-1273,Dress,Red,Cotton,Casual,80,2,2,Dirty,46.67
SLW-1274,Kurti,Purple,Cotton,Casual,85,0,2,Clean,43.33
SLW-1275,Saree,Red,Silk,Religious,13,3,4,Clean,83.75
SLW-1276,Kurti,Blue,Cotton,Casual,88,2,2,Dirty,41.33
SLW-1277,Shorts,Blue,Cotton,Home,149,2,2,Dirty,0.67
SLW-1278,National Dress,Cream,Silk,Wedding,3,2,4,Clean,96.25
SLW-1279,Blouse,Blue,Cotton,Casual,89,1,2,Clean,40.67
SLW-1280,Salwar,Blue,Cotton,Casual,85,2,2,Dirty,43.33
SLW-1281,Shirt,Grey,Cotton,Office,50,1,2,Clean,66.67
SLW-1282,National Dress,White,Silk,Wedding,2,0,4,Clean,97.5
SLW-1283,Saree,Red,Silk,Religious,13,4,4,Dirty,83.75
SLW-1284,Saree,Gold,Silk,Religious,13,0,4,Clean,83.75
