bust,waist,hips,height,body_shape,image_path
88.9,76.0,91.4,154.3,Rectangle,data/model1_body_shape\images\03460.png
88.9,74.6,87.8,166.4,Rectangle,data/model1_body_shape\images\03165.png
97.6,90.0,95.8,172.0,Apple,data/model1_body_shape\images\02284.png
102.9,91.0,100.7,162.3,Rectangle,data/model1_body_shape\images\03575.png
97.8,85.5,86.6,163.0,InvertedTriangle,data/model1_body_shape\images\04870.png
108.7,106.3,109.4,154.5,Apple,data/model1_body_shape\images\02305.png
88.8,66.2,91.0,158.5,Hourglass,data/model1_body_shape\images\00952.png
93.0,73.1,75.4,159.5,InvertedTriangle,data/model1_body_shape\images\04942.png
85.3,69.5,81.0,149.5,Rectangle,data/model1_body_shape\images\03053.png
104.1,98.9,93.1,168.2,InvertedTriangle,data/model1_body_shape\images\04559.png
88.7,85.9,84.9,159.4,Apple,data/model1_body_shape\images\02685.png
91.9,86.0,108.3,170.4,Pear,data/model1_body_shape\images\01489.png
92.6,60.5,89.1,164.4,Hourglass,data/model1_body_shape\images\00927.png
83.6,73.4,98.8,163.2,Pear,data/model1_body_shape\images\01209.png
93.7,76.7,90.2,167.0,Rectangle,data/model1_body_shape\images\03973.png
84.1,68.6,84.8,154.1,Rectangle,data/model1_body_shape\images\03545.png
102.1,84.5,86.0,160.7,InvertedTriangle,data/model1_body_shape\images\04361.png
99.8,81.4,114.0,164.7,Pear,data/model1_body_shape\images\01921.png
85.0,62.9,88.6,163.2,Hourglass,data/model1_body_shape\images\00351.png
105.7,73.0,91.1,164.4,InvertedTriangle,data/model1_body_shape\images\04898.png
96.3,88.8,98.8,156.5,Rectangle,data/model1_body_shape\images\03393.png
89.4,92.9,89.6,169.1,Apple,data/model1_body_shape\images\02721.png
88.5,77.2,75.4,152.6,InvertedTriangle,data/model1_body_shape\images\04981.png
84.1,59.7,89.8,155.0,Hourglass,data/model1_body_shape\images\00718.png
87.6,82.5,85.1,167.9,Apple,data/model1_body_shape\images\02702.png
96.5,99.8,97.1,165.7,Apple,data/model1_body_shape\images\02722.png
110.3,70.7,93.2,165.0,InvertedTriangle,data/model1_body_shape\images\04561.png
102.6,66.8,100.5,155.8,Hourglass,data/model1_body_shape\images\00308.png
104.5,65.3,117.5,157.5,Pear,data/model1_body_shape\images\01675.png
90.3,66.5,91.3,169.5,Hourglass,data/model1_body_shape\images\00833.png
94.5,66.1,94.6,145.0,Hourglass,data/model1_body_shape\images\00366.png
105.8,100.8,90.3,167.6,InvertedTriangle,data/model1_body_shape\images\04506.png
104.8,105.7,108.8,160.6,Apple,data/model1_body_shape\images\02078.png
91.0,85.6,80.7,156.4,InvertedTriangle,data/model1_body_shape\images\04038.png
98.4,93.4,87.7,163.5,InvertedTriangle,data/model1_body_shape\images\04846.png
103.0,96.6,89.4,163.4,InvertedTriangle,data/model1_body_shape\images\04479.png
103.0,69.7,117.9,163.0,Pear,data/model1_body_shape\images\01746.png
89.0,65.3,91.0,163.1,Hourglass,data/model1_body_shape\images\00019.png
81.7,78.3,96.1,153.7,Pear,data/model1_body_shape\images\01322.png
83.2,69.7,79.2,163.3,Rectangle,data/model1_body_shape\images\03567.png
89.8,87.0,90.5,162.9,Apple,data/model1_body_shape\images\02521.png
95.9,69.3,94.9,159.5,Hourglass,data/model1_body_shape\images\00218.png
105.3,66.5,118.6,151.8,Pear,data/model1_body_shape\images\01487.png
87.1,58.7,82.2,157.4,Hourglass,data/model1_body_shape\images\00438.png
111.9,104.0,96.8,162.3,InvertedTriangle,data/model1_body_shape\images\04174.png
103.8,104.4,100.2,156.1,Apple,data/model1_body_shape\images\02750.png
88.1,78.3,94.0,166.0,Rectangle,data/model1_body_shape\images\03288.png
86.0,72.4,80.5,153.3,Rectangle,data/model1_body_shape\images\03433.png
88.3,86.3,91.1,161.3,Apple,data/model1_body_shape\images\02525.png
110.2,74.1,101.1,152.8,InvertedTriangle,data/model1_body_shape\images\04650.png
97.9,82.1,95.6,159.3,Rectangle,data/model1_body_shape\images\03688.png
111.3,117.9,114.7,173.1,Apple,data/model1_body_shape\images\02763.png
88.8,61.6,87.1,164.4,Hourglass,data/model1_body_shape\images\00802.png
87.1,91.7,87.8,167.4,Apple,data/model1_body_shape\images\02997.png
104.6,104.5,106.1,168.7,Apple,data/model1_body_shape\images\02228.png
88.2,72.8,79.0,168.0,InvertedTriangle,data/model1_body_shape\images\04785.png
91.4,91.0,90.2,165.4,Apple,data/model1_body_shape\images\02077.png
83.6,64.3,87.9,158.4,Hourglass,data/model1_body_shape\images\00582.png
88.6,62.3,83.2,165.6,Hourglass,data/model1_body_shape\images\00203.png
102.1,85.2,90.0,161.2,InvertedTriangle,data/model1_body_shape\images\04346.png
100.7,86.7,99.7,163.7,Rectangle,data/model1_body_shape\images\03478.png
105.9,106.3,104.8,171.3,Apple,data/model1_body_shape\images\02929.png
103.1,95.7,109.1,162.8,Rectangle,data/model1_body_shape\images\03085.png
79.3,73.1,94.7,163.2,Pear,data/model1_body_shape\images\01018.png
80.0,66.4,96.9,161.8,Pear,data/model1_body_shape\images\01583.png
83.1,69.6,99.8,161.3,Pear,data/model1_body_shape\images\01032.png
85.4,81.5,96.7,158.8,Pear,data/model1_body_shape\images\01718.png
102.3,66.8,119.8,156.2,Pear,data/model1_body_shape\images\01281.png
91.7,90.0,87.0,162.5,Apple,data/model1_body_shape\images\02498.png
91.2,77.7,88.4,159.8,Rectangle,data/model1_body_shape\images\03350.png
98.3,70.5,94.5,164.1,Hourglass,data/model1_body_shape\images\00517.png
101.3,76.2,118.9,170.1,Pear,data/model1_body_shape\images\01747.png
98.7,78.1,81.2,157.5,InvertedTriangle,data/model1_body_shape\images\04652.png
81.4,70.8,80.1,154.9,Rectangle,data/model1_body_shape\images\03732.png
105.7,62.9,110.2,170.5,Hourglass,data/model1_body_shape\images\00668.png
92.8,86.1,81.0,154.4,InvertedTriangle,data/model1_body_shape\images\04059.png
83.0,69.0,84.9,150.9,Rectangle,data/model1_body_shape\images\03026.png
93.1,78.7,75.8,161.2,InvertedTriangle,data/model1_body_shape\images\04932.png
97.0,84.6,100.0,170.3,Rectangle,data/model1_body_shape\images\03286.png
107.6,113.6,111.4,155.3,Apple,data/model1_body_shape\images\02650.png
105.4,77.4,88.9,165.5,InvertedTriangle,data/model1_body_shape\images\04453.png
96.4,80.0,90.9,159.0,Rectangle,data/model1_body_shape\images\03192.png
92.3,91.7,96.7,162.6,Apple,data/model1_body_shape\images\02124.png
92.1,81.7,90.0,158.3,Rectangle,data/model1_body_shape\images\03375.png
100.3,88.0,98.0,153.2,Rectangle,data/model1_body_shape\images\03392.png
101.2,92.1,98.5,156.7,Rectangle,data/model1_body_shape\images\03485.png
103.2,69.5,101.7,156.6,Hourglass,data/model1_body_shape\images\00759.png
92.7,82.6,94.0,159.4,Rectangle,data/model1_body_shape\images\03379.png
111.1,72.4,100.2,157.1,InvertedTriangle,data/model1_body_shape\images\04440.png
108.7,104.6,110.0,158.8,Apple,data/model1_body_shape\images\02526.png
108.8,95.5,90.9,178.4,InvertedTriangle,data/model1_body_shape\images\04858.png
83.4,61.6,79.9,163.3,Hourglass,data/model1_body_shape\images\00907.png
104.3,97.1,99.5,145.7,Apple,data/model1_body_shape\images\02683.png
95.7,71.5,90.9,156.7,Hourglass,data/model1_body_shape\images\00214.png
94.0,83.3,92.6,173.4,Rectangle,data/model1_body_shape\images\03331.png
98.3,91.9,82.5,165.6,InvertedTriangle,data/model1_body_shape\images\04458.png
102.3,74.5,103.3,159.2,Hourglass,data/model1_body_shape\images\00693.png
83.4,64.6,92.8,165.7,Pear,data/model1_body_shape\images\01503.png
110.4,107.0,108.0,169.7,Apple,data/model1_body_shape\images\02414.png
88.9,87.6,94.3,161.4,Apple,data/model1_body_shape\images\02118.png
89.8,79.2,91.0,157.9,Rectangle,data/model1_body_shape\images\03858.png
87.1,90.7,82.2,164.8,Apple,data/model1_body_shape\images\02462.png
87.4,81.6,91.5,164.2,Rectangle,data/model1_body_shape\images\03635.png
99.9,79.9,88.2,168.2,InvertedTriangle,data/model1_body_shape\images\04105.png
109.6,69.0,99.5,164.9,InvertedTriangle,data/model1_body_shape\images\04478.png
91.9,59.1,89.7,164.4,Hourglass,data/model1_body_shape\images\00196.png
91.6,74.5,79.4,164.1,InvertedTriangle,data/model1_body_shape\images\04667.png
84.5,71.1,97.5,152.7,Pear,data/model1_body_shape\images\01543.png
91.4,84.4,103.7,160.3,Pear,data/model1_body_shape\images\01330.png
93.3,75.0,93.1,171.5,Hourglass,data/model1_body_shape\images\00879.png
103.2,97.8,89.8,169.3,InvertedTriangle,data/model1_body_shape\images\04502.png
90.0,83.1,92.4,157.6,Rectangle,data/model1_body_shape\images\03501.png
99.6,88.5,105.4,152.3,Rectangle,data/model1_body_shape\images\03894.png
96.5,91.9,86.8,167.7,InvertedTriangle,data/model1_body_shape\images\04990.png
88.2,58.9,91.1,160.4,Hourglass,data/model1_body_shape\images\00887.png
108.5,77.7,118.9,162.7,Pear,data/model1_body_shape\images\01345.png
83.3,63.0,84.4,163.1,Hourglass,data/model1_body_shape\images\00068.png
105.6,79.4,93.1,160.4,InvertedTriangle,data/model1_body_shape\images\04210.png
98.6,77.9,116.3,167.9,Pear,data/model1_body_shape\images\01815.png
89.0,67.2,94.7,152.2,Hourglass,data/model1_body_shape\images\00568.png
98.5,96.9,101.6,166.5,Apple,data/model1_body_shape\images\02167.png
84.8,63.6,89.0,148.0,Hourglass,data/model1_body_shape\images\00096.png
97.8,80.6,81.8,167.6,InvertedTriangle,data/model1_body_shape\images\04181.png
100.3,89.9,97.6,153.1,Rectangle,data/model1_body_shape\images\03353.png
84.0,62.2,80.9,163.7,Hourglass,data/model1_body_shape\images\00139.png
110.9,73.9,101.2,166.5,InvertedTriangle,data/model1_body_shape\images\04954.png
102.5,99.9,99.6,166.7,Apple,data/model1_body_shape\images\02602.png
103.9,80.3,88.9,162.5,InvertedTriangle,data/model1_body_shape\images\04023.png
102.5,84.4,90.7,157.4,InvertedTriangle,data/model1_body_shape\images\04772.png
92.6,72.0,103.9,161.6,Pear,data/model1_body_shape\images\01606.png
101.9,82.2,117.2,160.3,Pear,data/model1_body_shape\images\01629.png
87.0,73.6,104.9,166.5,Pear,data/model1_body_shape\images\01539.png
99.4,83.9,112.9,161.3,Pear,data/model1_body_shape\images\01694.png
104.3,99.0,103.0,171.4,Apple,data/model1_body_shape\images\02059.png
97.3,77.9,101.7,170.6,Hourglass,data/model1_body_shape\images\00463.png
109.1,107.7,112.9,163.6,Apple,data/model1_body_shape\images\02330.png
88.1,77.6,91.3,149.5,Rectangle,data/model1_body_shape\images\03043.png
99.9,93.8,82.4,150.8,InvertedTriangle,data/model1_body_shape\images\04734.png
82.3,64.2,83.4,160.8,Hourglass,data/model1_body_shape\images\00594.png
81.4,72.3,86.7,168.5,Rectangle,data/model1_body_shape\images\03814.png
87.2,62.0,83.1,166.6,Hourglass,data/model1_body_shape\images\00625.png
87.3,65.9,86.6,158.8,Hourglass,data/model1_body_shape\images\00450.png
106.0,71.2,117.5,165.0,Pear,data/model1_body_shape\images\01499.png
109.9,104.4,106.7,150.1,Apple,data/model1_body_shape\images\02456.png
103.9,94.1,90.2,161.3,InvertedTriangle,data/model1_body_shape\images\04722.png
97.7,89.9,95.6,164.5,Apple,data/model1_body_shape\images\02984.png
98.1,90.8,108.7,174.0,Pear,data/model1_body_shape\images\01569.png
87.2,78.4,104.9,145.0,Pear,data/model1_body_shape\images\01034.png
94.3,84.8,98.1,163.3,Rectangle,data/model1_body_shape\images\03518.png
77.4,64.8,93.0,165.4,Pear,data/model1_body_shape\images\01557.png
94.5,89.8,99.7,152.0,Rectangle,data/model1_body_shape\images\03624.png
99.8,84.3,82.5,169.6,InvertedTriangle,data/model1_body_shape\images\04664.png
105.1,83.2,108.5,167.0,Hourglass,data/model1_body_shape\images\00150.png
103.8,64.7,113.4,160.7,Pear,data/model1_body_shape\images\01420.png
101.6,98.4,102.8,162.8,Apple,data/model1_body_shape\images\02011.png
102.9,103.5,105.2,170.9,Apple,data/model1_body_shape\images\02686.png
90.4,62.1,102.5,172.4,Pear,data/model1_body_shape\images\01786.png
100.3,70.0,103.9,147.6,Hourglass,data/model1_body_shape\images\00088.png
82.8,59.0,83.6,158.1,Hourglass,data/model1_body_shape\images\00457.png
96.1,75.7,108.9,164.9,Pear,data/model1_body_shape\images\01305.png
102.6,102.2,96.7,155.8,Apple,data/model1_body_shape\images\02925.png
85.9,76.1,91.8,175.3,Rectangle,data/model1_body_shape\images\03270.png
89.2,80.7,93.3,162.9,Rectangle,data/model1_body_shape\images\03227.png
98.0,73.3,113.4,161.9,Pear,data/model1_body_shape\images\01988.png
94.7,83.3,98.8,156.0,Rectangle,data/model1_body_shape\images\03754.png
103.8,92.6,98.8,158.6,Rectangle,data/model1_body_shape\images\03646.png
89.9,62.9,89.8,159.2,Hourglass,data/model1_body_shape\images\00831.png
85.0,62.3,90.4,173.5,Hourglass,data/model1_body_shape\images\00239.png
93.8,82.6,77.5,160.2,InvertedTriangle,data/model1_body_shape\images\04681.png
94.4,85.5,99.8,156.1,Rectangle,data/model1_body_shape\images\03022.png
94.9,86.2,100.6,156.6,Rectangle,data/model1_body_shape\images\03148.png
83.5,71.9,95.0,163.6,Pear,data/model1_body_shape\images\01946.png
86.5,90.3,87.9,166.4,Apple,data/model1_body_shape\images\02775.png
102.5,62.3,103.9,159.4,Hourglass,data/model1_body_shape\images\00192.png
107.5,92.9,93.4,168.1,InvertedTriangle,data/model1_body_shape\images\04849.png
108.0,85.6,92.9,166.5,InvertedTriangle,data/model1_body_shape\images\04939.png
97.1,74.8,102.3,168.4,Hourglass,data/model1_body_shape\images\00944.png
86.5,80.8,100.1,167.8,Pear,data/model1_body_shape\images\01268.png
100.2,86.7,88.7,157.6,InvertedTriangle,data/model1_body_shape\images\04231.png
90.2,83.4,88.9,159.2,Apple,data/model1_body_shape\images\02307.png
100.0,86.2,87.4,158.5,InvertedTriangle,data/model1_body_shape\images\04424.png
90.9,74.1,75.6,152.9,InvertedTriangle,data/model1_body_shape\images\04711.png
106.2,107.1,101.3,163.2,Apple,data/model1_body_shape\images\02313.png
92.4,79.5,89.6,162.5,Rectangle,data/model1_body_shape\images\03214.png
109.0,112.0,109.8,157.9,Apple,data/model1_body_shape\images\02732.png
100.7,88.7,109.8,161.9,Pear,data/model1_body_shape\images\01926.png
96.4,91.4,80.6,159.7,InvertedTriangle,data/model1_body_shape\images\04227.png
89.3,78.9,75.5,166.0,InvertedTriangle,data/model1_body_shape\images\04676.png
93.6,59.9,92.9,160.2,Hourglass,data/model1_body_shape\images\00800.png
101.9,90.1,100.9,150.4,Rectangle,data/model1_body_shape\images\03671.png
111.9,83.7,94.5,163.2,InvertedTriangle,data/model1_body_shape\images\04193.png
89.3,87.0,92.5,168.6,Apple,data/model1_body_shape\images\02968.png
92.0,80.6,77.3,173.0,InvertedTriangle,data/model1_body_shape\images\04793.png
101.1,70.7,89.9,151.8,InvertedTriangle,data/model1_body_shape\images\04368.png
96.3,99.6,101.6,163.2,Apple,data/model1_body_shape\images\02776.png
88.8,87.0,91.5,164.0,Apple,data/model1_body_shape\images\02970.png
87.5,76.8,83.1,157.6,Rectangle,data/model1_body_shape\images\03867.png
84.5,80.5,99.0,162.1,Pear,data/model1_body_shape\images\01743.png
87.0,79.3,88.7,164.7,Rectangle,data/model1_body_shape\images\03948.png
82.0,72.6,87.1,159.5,Rectangle,data/model1_body_shape\images\03802.png
96.2,91.6,96.8,173.1,Apple,data/model1_body_shape\images\02024.png
103.6,102.5,104.6,165.6,Apple,data/model1_body_shape\images\02274.png
89.2,68.3,94.3,152.1,Hourglass,data/model1_body_shape\images\00099.png
92.1,84.1,82.6,159.2,InvertedTriangle,data/model1_body_shape\images\04921.png
91.9,77.1,94.0,160.2,Rectangle,data/model1_body_shape\images\03407.png
109.0,82.5,99.9,170.0,InvertedTriangle,data/model1_body_shape\images\04245.png
102.0,78.5,86.8,160.4,InvertedTriangle,data/model1_body_shape\images\04619.png
102.4,87.8,87.8,174.5,InvertedTriangle,data/model1_body_shape\images\04916.png
95.7,74.7,96.7,162.7,Hourglass,data/model1_body_shape\images\00191.png
88.5,83.1,75.6,152.9,InvertedTriangle,data/model1_body_shape\images\04696.png
94.1,85.9,107.5,156.4,Pear,data/model1_body_shape\images\01784.png
106.6,78.7,119.5,157.5,Pear,data/model1_body_shape\images\01532.png
110.5,106.4,113.2,161.1,Apple,data/model1_body_shape\images\02834.png
106.1,93.0,88.8,174.2,InvertedTriangle,data/model1_body_shape\images\04444.png
92.4,70.6,78.0,159.8,InvertedTriangle,data/model1_body_shape\images\04915.png
87.9,78.5,98.3,170.6,Pear,data/model1_body_shape\images\01598.png
97.7,74.1,112.6,162.5,Pear,data/model1_body_shape\images\01779.png
110.9,76.8,98.8,161.9,InvertedTriangle,data/model1_body_shape\images\04900.png
104.9,107.0,108.2,161.5,Apple,data/model1_body_shape\images\02574.png
90.2,73.3,88.0,171.7,Rectangle,data/model1_body_shape\images\03398.png
104.6,97.1,106.4,152.3,Rectangle,data/model1_body_shape\images\03975.png
88.5,73.9,86.4,158.3,Rectangle,data/model1_body_shape\images\03770.png
89.1,59.6,88.0,166.3,Hourglass,data/model1_body_shape\images\00166.png
87.7,68.5,96.8,154.8,Pear,data/model1_body_shape\images\01751.png
97.6,84.5,107.3,152.7,Pear,data/model1_body_shape\images\01479.png
101.9,85.7,117.4,157.1,Pear,data/model1_body_shape\images\01024.png
82.3,71.4,96.9,159.2,Pear,data/model1_body_shape\images\01788.png
108.7,111.0,106.9,169.4,Apple,data/model1_body_shape\images\02264.png
102.1,100.5,98.3,168.8,Apple,data/model1_body_shape\images\02473.png
87.0,69.8,100.8,174.5,Pear,data/model1_body_shape\images\01822.png
99.1,85.4,114.8,158.9,Pear,data/model1_body_shape\images\01220.png
100.9,78.6,115.5,160.2,Pear,data/model1_body_shape\images\01666.png
95.1,96.1,93.8,165.6,Apple,data/model1_body_shape\images\02960.png
105.3,66.4,111.1,174.7,Hourglass,data/model1_body_shape\images\00152.png
86.1,87.3,86.9,170.6,Apple,data/model1_body_shape\images\02534.png
101.9,87.6,91.5,164.2,InvertedTriangle,data/model1_body_shape\images\04688.png
97.9,92.6,115.5,166.2,Pear,data/model1_body_shape\images\01978.png
98.3,91.8,114.3,153.7,Pear,data/model1_body_shape\images\01469.png
101.2,96.1,102.0,169.9,Apple,data/model1_body_shape\images\02807.png
90.3,82.4,87.9,166.3,Apple,data/model1_body_shape\images\02512.png
91.8,91.8,92.3,156.5,Apple,data/model1_body_shape\images\02943.png
92.6,95.5,89.5,161.4,Apple,data/model1_body_shape\images\02980.png
110.9,69.0,97.4,166.3,InvertedTriangle,data/model1_body_shape\images\04822.png
93.6,79.9,96.1,168.1,Rectangle,data/model1_body_shape\images\03017.png
108.3,92.6,118.7,162.5,Pear,data/model1_body_shape\images\01566.png
83.0,60.3,82.9,164.5,Hourglass,data/model1_body_shape\images\00031.png
105.1,78.2,100.1,156.5,Hourglass,data/model1_body_shape\images\00937.png
94.5,77.4,105.5,162.2,Pear,data/model1_body_shape\images\01215.png
109.2,68.0,118.5,164.3,Pear,data/model1_body_shape\images\01937.png
102.1,87.8,111.1,162.0,Pear,data/model1_body_shape\images\01129.png
90.6,65.2,87.8,158.6,Hourglass,data/model1_body_shape\images\00309.png
107.2,72.9,97.1,151.2,InvertedTriangle,data/model1_body_shape\images\04901.png
94.7,97.8,98.1,162.7,Apple,data/model1_body_shape\images\02168.png
97.3,84.7,95.1,167.8,Rectangle,data/model1_body_shape\images\03113.png
90.2,62.3,85.0,162.4,Hourglass,data/model1_body_shape\images\00495.png
87.6,60.9,92.0,156.1,Hourglass,data/model1_body_shape\images\00205.png
101.2,97.2,97.0,162.7,Apple,data/model1_body_shape\images\02673.png
85.8,69.6,83.0,170.7,Rectangle,data/model1_body_shape\images\03357.png
93.1,86.5,98.6,167.5,Rectangle,data/model1_body_shape\images\03830.png
104.5,63.0,99.2,175.7,Hourglass,data/model1_body_shape\images\00305.png
84.0,73.6,87.4,152.8,Rectangle,data/model1_body_shape\images\03793.png
102.9,105.9,103.5,161.3,Apple,data/model1_body_shape\images\02201.png
104.4,90.3,116.0,162.6,Pear,data/model1_body_shape\images\01061.png
102.0,81.6,102.3,162.4,Hourglass,data/model1_body_shape\images\00843.png
93.5,81.0,90.1,160.0,Rectangle,data/model1_body_shape\images\03872.png
91.6,91.6,89.5,154.0,Apple,data/model1_body_shape\images\02251.png
86.8,67.8,91.1,153.9,Hourglass,data/model1_body_shape\images\00211.png
93.8,87.7,97.3,159.7,Rectangle,data/model1_body_shape\images\03997.png
99.0,60.1,99.9,165.2,Hourglass,data/model1_body_shape\images\00679.png
87.2,65.3,91.5,165.4,Hourglass,data/model1_body_shape\images\00565.png
83.6,69.9,86.8,157.4,Rectangle,data/model1_body_shape\images\03290.png
103.0,71.6,92.8,157.9,InvertedTriangle,data/model1_body_shape\images\04354.png
86.2,61.7,89.4,157.2,Hourglass,data/model1_body_shape\images\00680.png
83.6,61.6,83.0,169.8,Hourglass,data/model1_body_shape\images\00180.png
107.7,68.2,95.8,159.8,InvertedTriangle,data/model1_body_shape\images\04279.png
86.4,87.2,85.0,152.6,Apple,data/model1_body_shape\images\02495.png
102.2,98.8,96.8,156.2,Apple,data/model1_body_shape\images\02316.png
106.6,74.0,94.8,160.7,InvertedTriangle,data/model1_body_shape\images\04273.png
103.2,61.0,105.2,151.2,Hourglass,data/model1_body_shape\images\00278.png
90.8,78.7,88.8,165.8,Rectangle,data/model1_body_shape\images\03683.png
92.9,86.0,79.5,161.1,InvertedTriangle,data/model1_body_shape\images\04762.png
94.8,62.6,98.1,149.8,Hourglass,data/model1_body_shape\images\00432.png
85.5,65.8,89.9,160.2,Hourglass,data/model1_body_shape\images\00289.png
97.5,74.8,106.8,168.2,Pear,data/model1_body_shape\images\01027.png
102.6,64.0,97.7,164.7,Hourglass,data/model1_body_shape\images\00535.png
85.5,75.2,80.1,153.4,Rectangle,data/model1_body_shape\images\03631.png
93.1,60.6,95.6,165.8,Hourglass,data/model1_body_shape\images\00188.png
88.6,88.6,85.9,161.1,Apple,data/model1_body_shape\images\02174.png
90.3,78.0,84.5,148.1,Rectangle,data/model1_body_shape\images\03915.png
101.2,83.7,115.8,171.7,Pear,data/model1_body_shape\images\01862.png
100.3,69.0,100.1,172.3,Hourglass,data/model1_body_shape\images\00270.png
94.0,67.2,107.8,175.4,Pear,data/model1_body_shape\images\01728.png
105.1,76.8,94.9,176.1,InvertedTriangle,data/model1_body_shape\images\04075.png
86.9,88.3,90.4,163.9,Apple,data/model1_body_shape\images\02157.png
104.1,89.7,102.1,165.1,Rectangle,data/model1_body_shape\images\03931.png
83.3,58.3,84.7,161.1,Hourglass,data/model1_body_shape\images\00111.png
110.5,109.0,110.6,180.8,Apple,data/model1_body_shape\images\02384.png
85.1,61.5,81.1,148.4,Hourglass,data/model1_body_shape\images\00220.png
103.7,75.5,107.6,147.8,Hourglass,data/model1_body_shape\images\00627.png
104.6,82.4,118.1,156.2,Pear,data/model1_body_shape\images\01181.png
95.9,85.8,96.5,182.7,Rectangle,data/model1_body_shape\images\03381.png
105.2,102.6,102.7,157.6,Apple,data/model1_body_shape\images\02422.png
88.9,58.2,85.3,156.2,Hourglass,data/model1_body_shape\images\00790.png
110.6,72.7,94.4,161.6,InvertedTriangle,data/model1_body_shape\images\04275.png
87.4,60.2,84.8,163.2,Hourglass,data/model1_body_shape\images\00461.png
99.2,70.4,85.3,168.9,InvertedTriangle,data/model1_body_shape\images\04402.png
92.9,61.0,91.9,164.3,Hourglass,data/model1_body_shape\images\00551.png
84.1,73.1,80.5,161.7,Rectangle,data/model1_body_shape\images\03129.png
89.6,71.0,100.4,159.3,Pear,data/model1_body_shape\images\01444.png
99.0,65.3,101.9,163.8,Hourglass,data/model1_body_shape\images\00198.png
109.7,111.8,114.7,157.9,Apple,data/model1_body_shape\images\02589.png
105.9,63.1,100.3,160.9,Hourglass,data/model1_body_shape\images\00402.png
98.7,85.8,100.5,175.1,Rectangle,data/model1_body_shape\images\03959.png
88.9,70.7,74.4,160.0,InvertedTriangle,data/model1_body_shape\images\04189.png
111.8,92.6,95.8,166.3,InvertedTriangle,data/model1_body_shape\images\04763.png
108.5,105.7,102.7,163.6,Apple,data/model1_body_shape\images\02095.png
107.9,106.4,112.0,162.8,Apple,data/model1_body_shape\images\02900.png
111.5,104.1,97.6,162.6,InvertedTriangle,data/model1_body_shape\images\04462.png
105.0,82.0,101.8,155.4,Hourglass,data/model1_body_shape\images\00650.png
100.2,74.0,105.5,169.7,Hourglass,data/model1_body_shape\images\00708.png
82.0,71.0,92.4,165.6,Pear,data/model1_body_shape\images\01480.png
97.4,88.7,86.7,170.8,InvertedTriangle,data/model1_body_shape\images\04414.png
84.0,74.3,79.8,154.0,Rectangle,data/model1_body_shape\images\03065.png
108.1,105.7,111.7,155.1,Apple,data/model1_body_shape\images\02395.png
82.9,67.8,95.7,157.0,Pear,data/model1_body_shape\images\01769.png
95.8,61.4,99.5,154.1,Hourglass,data/model1_body_shape\images\00314.png
85.6,76.2,86.8,165.3,Rectangle,data/model1_body_shape\images\03761.png
103.1,70.5,94.0,154.0,InvertedTriangle,data/model1_body_shape\images\04909.png
105.5,80.8,105.0,160.7,Hourglass,data/model1_body_shape\images\00113.png
86.9,58.7,82.2,153.5,Hourglass,data/model1_body_shape\images\00960.png
87.2,84.7,81.8,166.1,Apple,data/model1_body_shape\images\02910.png
96.7,84.6,93.7,146.4,Rectangle,data/model1_body_shape\images\03405.png
106.4,85.7,115.7,153.8,Pear,data/model1_body_shape\images\01623.png
102.5,89.1,99.6,168.4,Rectangle,data/model1_body_shape\images\03322.png
93.4,66.3,84.3,170.0,InvertedTriangle,data/model1_body_shape\images\04999.png
86.9,66.8,99.8,162.9,Pear,data/model1_body_shape\images\01818.png
84.2,75.6,85.5,163.8,Rectangle,data/model1_body_shape\images\03194.png
84.3,71.4,85.9,161.2,Rectangle,data/model1_body_shape\images\03007.png
87.5,82.4,91.9,157.9,Rectangle,data/model1_body_shape\images\03414.png
104.9,98.2,90.9,165.2,InvertedTriangle,data/model1_body_shape\images\04528.png
90.9,80.9,102.8,162.8,Pear,data/model1_body_shape\images\01897.png
90.2,83.6,101.4,160.4,Pear,data/model1_body_shape\images\01918.png
103.5,92.3,117.9,167.5,Pear,data/model1_body_shape\images\01270.png
103.6,88.9,92.2,162.3,InvertedTriangle,data/model1_body_shape\images\04176.png
103.6,80.1,89.4,165.9,InvertedTriangle,data/model1_body_shape\images\04962.png
89.0,71.2,78.9,163.8,InvertedTriangle,data/model1_body_shape\images\04883.png
92.1,81.9,82.0,170.1,InvertedTriangle,data/model1_body_shape\images\04094.png
105.3,89.3,100.5,174.7,Rectangle,data/model1_body_shape\images\03159.png
83.0,69.3,95.5,159.0,Pear,data/model1_body_shape\images\01813.png
104.0,102.0,107.8,161.0,Apple,data/model1_body_shape\images\02426.png
80.0,66.6,82.9,167.6,Rectangle,data/model1_body_shape\images\03950.png
106.0,99.0,93.7,169.7,InvertedTriangle,data/model1_body_shape\images\04428.png
102.6,100.3,97.9,162.6,Apple,data/model1_body_shape\images\02142.png
79.2,65.5,96.0,160.2,Pear,data/model1_body_shape\images\01626.png
83.9,64.9,86.7,164.0,Hourglass,data/model1_body_shape\images\00789.png
84.4,74.9,82.1,179.9,Rectangle,data/model1_body_shape\images\03786.png
89.5,79.2,106.3,175.8,Pear,data/model1_body_shape\images\01864.png
95.4,96.9,97.8,171.3,Apple,data/model1_body_shape\images\02865.png
105.3,80.1,110.3,153.0,Hourglass,data/model1_body_shape\images\00871.png
